image_id,labels,human
scraped_123.jpg,l0 l1 l4,['people' 'trees' 'snow']
scraped_124.jpg,l0 l1 l4,['people' 'trees' 'snow']
scraped_125.jpg,l0 l1 l4,['people' 'trees' 'snow']
scraped_126.jpg,l0 l1 l4,['people' 'trees' 'snow']
scraped_127.jpg,l0 l1 l4,['people' 'trees' 'snow']
scraped_128.jpg,l0 l1 l4,['people' 'trees' 'snow']
scraped_129.jpg,l0 l1 l4 l72,['people' 'trees' 'snow' 'sign']
scraped_130.jpg,l0 l1 l4,['people' 'trees' 'snow']
scraped_131.jpg,l0 l1 l4 l5,['people' 'trees' 'snow' 'buildings']
scraped_132.jpg,l0 l1 l4 l5,['people' 'trees' 'snow']
scraped_133.jpg,l0 l1 l4 l5 l33,['people' 'trees' 'snow' 'children']
scraped_134.jpg,l0 l1 l4 l5 l62,['people' 'trees' 'snow' 'child']
scraped_135.jpg,l0 l1 l4 l2 l33 l31,['people' 'trees' 'grass' 'children' 'playground']
scraped_136.jpg,l8 l56 l5 l62,['person' 'fence' 'snow' 'child']
scraped_137.jpg,l30 l12,['bench' 'pavement']
scraped_138.jpg,l30 l12,['bench' 'pavement']
scraped_139.jpg,l30 l12 l1,['bench' 'pavement' 'trees']
scraped_140.jpg,l30 l12 l1,['bench' 'pavement' 'trees']
scraped_141.jpg,l30 l12 l4 l1,['bench' 'pavement' 'grass' 'trees']
scraped_142.jpg,l30 l12 l4 l1,['bench' 'pavement' 'grass' 'trees']
scraped_143.jpg,l30 l12 l4,['bench' 'pavement' 'grass']
scraped_144.jpg,l30 l12 l4,['bench' 'pavement' 'grass']
scraped_145.jpg,l30 l12 l4,['bench' 'pavement' 'grass']
scraped_146.jpg,l30 l12 l4 l3,['bench' 'pavement' 'grass' 'building']
scraped_147.jpg,l30 l12 l4 l5,['bench' 'pavement' 'grass' 'buildings']
scraped_148.jpg,l30 l12 l4 l3 l0,['bench' 'pavement' 'grass' 'building' 'people']
scraped_149.jpg,l30 l12 l4 l3 l9 l56 l46,['bench' 'pavement' 'grass' 'building' 'cars' 'fence' 'bushes']
scraped_150.jpg,l55 l12 l4 l3,['benches' 'pavement' 'grass' 'building']
scraped_151.jpg,l30 l4,['bench' 'grass']
scraped_152.jpg,l30,['bench']
scraped_153.jpg,l30 l4,['bench' 'grass']
scraped_154.jpg,l30 l12 l4,['bench' 'pavement' 'grass']
scraped_155.jpg,l30 l12 l4,['bench' 'pavement' 'grass']
scraped_156.jpg,l30 l4 l46,['bench' 'grass' 'bushes']
scraped_157.jpg,l30 l4,['bench' 'grass']
scraped_158.jpg,l30 l12 l4,['bench' 'pavement' 'grass']
scraped_159.jpg,l30 l4 l46,['bench' 'grass' 'bushes']
scraped_160.jpg,l8 l88,['person' 'book']
scraped_161.jpg,l8 l88 l51,['person' 'book' 'plants']
scraped_162.jpg,l8 l88,['person' 'book']
scraped_163.jpg,l8 l88 l89,['person' 'book' 'books']
scraped_164.jpg,l8 l88,['person' 'book']
scraped_165.jpg,l8 l88,['person' 'book']
scraped_166.jpg,l8 l88,['person' 'book']
scraped_167.jpg,l8 l88 l46,['person' 'book' 'bushes']
scraped_168.jpg,l8 l88,['person' 'book']
scraped_169.jpg,l8 l88,['person' 'book']
scraped_170.jpg,l8 l88,['person' 'book']
scraped_171.jpg,l8 l88 l35,['person' 'book' 'dog']
scraped_172.jpg,l3 l1,['building' 'trees']
scraped_173.jpg,l3 l1,['building' 'trees']
scraped_174.jpg,l3,['building']
scraped_175.jpg,l3 l1,['building' 'trees']
scraped_176.jpg,l0 l83 l23 l5,['people' 'table' 'street' 'buildings']
scraped_177.jpg,l0 l83 l23 l5,['people' 'table' 'street' 'buildings']
scraped_178.jpg,l0 l83 l23 l3,['people' 'table' 'street' 'building']
scraped_179.jpg,l83 l23,['table' 'street']
scraped_180.jpg,l0 l23 l5 l39 l72,['people' 'street' 'buildings' 'flags' 'sign']
scraped_181.jpg,l83 l23 l5,['table' 'street' 'buildings']
scraped_182.jpg,l0 l23 l5 l39 l72 l50,['people' 'street' 'buildings' 'flags' 'sign' 'car']
scraped_183.jpg,l3,['building']
scraped_184.jpg,l3 l2,['building' 'grass']
scraped_185.jpg,l3 l2 l1 l19 l32,['building' 'grass' 'trees' 'clouds' 'blue sky']
scraped_186.jpg,l3 l12,['building' 'pavement']
scraped_187.jpg,l3 l12,['building' 'pavement']
scraped_188.jpg,l3 l12,['building' 'pavement']
scraped_189.jpg,l3 l12,['building' 'pavement']
scraped_190.jpg,l3 l12,['building' 'pavement']
scraped_191.jpg,l8 l35,['person' 'dog']
scraped_192.jpg,l8 l35 l4 l2 l34,['person' 'dog' 'road' 'grass' 'sunny']
scraped_193.jpg,l8 l35 l2,['person' 'dog' 'grass']
scraped_194.jpg,l8 l35 l36 l47 l1,['person' 'dog' 'yellow leaves' 'autumn' 'trees']
scraped_195.jpg,l8 l35 l36 l47 l1 l4,['person' 'dog' 'yellow leaves' 'autumn' 'trees' 'road']
scraped_196.jpg,l8 l35 l2,['person' 'dog' 'grass']
scraped_197.jpg,l8 l35 l2 l1 l4,['people' 'dog' 'grass' 'trees' 'road']
scraped_198.jpg,l8 l35 l1 l2,['person' 'dog' 'trees' 'grass']
scraped_199.jpg,l64 l36,['cat' 'yellow leaves']
scraped_200.jpg,l64 l36,['cat' 'yellow leaves']
scraped_201.jpg,l64 l36,['cat' 'yellow leaves']
scraped_202.jpg,l64 l36,['cat' 'yellow leaves']
scraped_203.jpg,l64 l36,['cat' 'yellow leaves']
scraped_204.jpg,l64 l36,['cat' 'yellow leaves']
scraped_205.jpg,l64 l36,['cat' 'yellow leaves']
scraped_206.jpg,l64 l36,['cat' 'yellow leaves']
scraped_207.jpg,l64 l36,['cat' 'yellow leaves']
scraped_208.jpg,l64 l8,['cat' 'person']
scraped_209.jpg,l64,['cat']
scraped_210.jpg,l64,['cat']
scraped_211.jpg,l8,['person']
scraped_212.jpg,l64 l8,['cat' 'person']
scraped_213.jpg,l8,['person']
scraped_214.jpg,l64,['cat']
scraped_215.jpg,l16 l1,['traffic sign' 'trees']
scraped_216.jpg,l16 l2,['traffic sign' 'grass']
scraped_217.jpg,l16 l32,['traffic sign' 'blue sky']
scraped_218.jpg,l16 l1,['traffic sign' 'trees']
scraped_219.jpg,l16,['traffic sign']
scraped_220.jpg,l16,['traffic sign']
scraped_221.jpg,l8,['person']
scraped_222.jpg,l8,['person']
scraped_223.jpg,l3 l72,['building' 'sign']
scraped_224.jpg,l3 l72,['building' 'sign']
scraped_225.jpg,l90 l26 l0,['flag' 'estonian flag' 'people']
scraped_226.jpg,l13,['flowers']
scraped_227.jpg,l13,['flowers']
scraped_228.jpg,l13,['flowers']
scraped_229.jpg,l13,['flowers']
scraped_230.jpg,l13,['flowers']
